Content ID,Reaction Type,Datetime,Content Type,Category,Sentiment,Score
3f8590c7-6ab2-4973-805a-90cdec355f05,heart,2021-03-19 16:23:19,video,dogs,positive,60
3f8590c7-6ab2-4973-805a-90cdec355f05,heart,2020-11-02 20:15:03,video,dogs,positive,60
e5490118-90d5-4572-ab1c-1fbc87b8d9ca,heart,2020-10-09 13:22:16,video,technology,positive,60
e5490118-90d5-4572-ab1c-1fbc87b8d9ca,heart,2021-02-19 16:29:59,video,technology,positive,60
0bedca96-fb76-4287-a83c-17330ed39cce,heart,2020-08-24 10:06:23,photo,soccer,positive,60
b18cb63f-4c8e-44ee-a47f-541e95191d11,heart,2020-12-03 17:41:33,photo,public speaking,positive,60
b18cb63f-4c8e-44ee-a47f-541e95191d11,heart,2020-09-07 14:42:05,photo,public speaking,positive,60
b18cb63f-4c8e-44ee-a47f-541e95191d11,heart,2020-09-30 14:05:52,photo,public speaking,positive,60
b18cb63f-4c8e-44ee-a47f-541e95191d11,heart,2020-07-19 19:28:53,photo,public speaking,positive,60
b18cb63f-4c8e-44ee-a47f-541e95191d11,heart,2020-11-12 23:55:59,photo,public speaking,positive,60
5118e9c5-1377-4cc5-a486-65b35b7b7b76,heart,2020-09-09 18:18:13,GIF,science,positive,60
5118e9c5-1377-4cc5-a486-65b35b7b7b76,heart,2020-08-04 03:09:30,GIF,science,positive,60
5118e9c5-1377-4cc5-a486-65b35b7b7b76,heart,2020-10-12 09:40:05,GIF,science,positive,60
46fb701d-6c26-458e-ada3-2ebe5dbba01f,heart,2021-04-11 02:06:50,audio,public speaking,positive,60
0be59876-d70c-486c-8e0b-a06bef7a2cd6,heart,2020-12-16 02:59:22,GIF,tennis,positive,60
0be59876-d70c-486c-8e0b-a06bef7a2cd6,heart,2020-11-06 02:36:08,GIF,tennis,positive,60
0be59876-d70c-486c-8e0b-a06bef7a2cd6,heart,2021-01-11 06:02:02,GIF,tennis,positive,60
0be59876-d70c-486c-8e0b-a06bef7a2cd6,heart,2020-10-15 01:29:34,GIF,tennis,positive,60
0be59876-d70c-486c-8e0b-a06bef7a2cd6,heart,2020-06-26 19:05:37,GIF,tennis,positive,60
0be59876-d70c-486c-8e0b-a06bef7a2cd6,heart,2020-11-09 08:23:03,GIF,tennis,positive,60
81abd65a-3b76-4574-a0a7-db6bf7184ae2,heart,2020-07-01 01:15:21,video,food,positive,60
81abd65a-3b76-4574-a0a7-db6bf7184ae2,heart,2020-11-04 14:58:21,video,food,positive,60
81abd65a-3b76-4574-a0a7-db6bf7184ae2,heart,2020-12-24 22:31:22,video,food,positive,60
81abd65a-3b76-4574-a0a7-db6bf7184ae2,heart,2021-06-15 12:15:12,video,food,positive,60
81abd65a-3b76-4574-a0a7-db6bf7184ae2,heart,2020-08-12 23:43:02,video,food,positive,60
e6ee2244-9382-49a9-8cbf-fa54aaaa2392,heart,2020-07-24 19:16:09,audio,travel,positive,60
7ffd0a82-4a0a-4527-a4d6-e251b756bac7,heart,2021-02-11 01:13:58,GIF,fitness,positive,60
f332d362-dc48-46c2-a64b-641157c0987e,heart,2021-05-22 14:09:38,GIF,soccer,positive,60
a2e93b29-9259-4092-a4d7-62d5e823bb74,heart,2020-12-28 06:29:21,video,public speaking,positive,60
a2e93b29-9259-4092-a4d7-62d5e823bb74,heart,2021-03-08 00:05:02,video,public speaking,positive,60
9b3a6d30-48e8-476c-82be-9031524bd04d,heart,2020-07-06 21:04:01,video,food,positive,60
850fe90d-47d6-4eb7-b9c8-810afcb99ce9,heart,2021-03-08 14:31:02,video,tennis,positive,60
850fe90d-47d6-4eb7-b9c8-810afcb99ce9,heart,2021-03-06 10:03:19,video,tennis,positive,60
850fe90d-47d6-4eb7-b9c8-810afcb99ce9,heart,2020-07-22 01:15:31,video,tennis,positive,60
baa2db00-81ba-4c34-b17d-dd950bfa133b,heart,2020-12-28 04:33:33,GIF,soccer,positive,60
baa2db00-81ba-4c34-b17d-dd950bfa133b,heart,2021-06-13 16:05:07,GIF,soccer,positive,60
baa2db00-81ba-4c34-b17d-dd950bfa133b,heart,2021-05-18 03:47:37,GIF,soccer,positive,60
f98dde71-ce1d-4f6c-bb05-ae05779d2207,heart,2021-05-28 05:16:34,GIF,soccer,positive,60
f98dde71-ce1d-4f6c-bb05-ae05779d2207,heart,2021-04-23 22:20:34,GIF,soccer,positive,60
388bd9db-9d10-4f47-87c4-6db46e83bc95,heart,2021-03-05 04:44:21,video,education,positive,60
388bd9db-9d10-4f47-87c4-6db46e83bc95,heart,2021-03-25 22:25:36,video,education,positive,60
78d0075f-895c-4a15-a35c-a921e2bb2cea,heart,2021-01-12 17:48:48,photo,studying,positive,60
78d0075f-895c-4a15-a35c-a921e2bb2cea,heart,2020-11-17 12:11:43,photo,studying,positive,60
78d0075f-895c-4a15-a35c-a921e2bb2cea,heart,2021-04-05 13:43:23,photo,studying,positive,60
78d0075f-895c-4a15-a35c-a921e2bb2cea,heart,2021-02-01 06:48:53,photo,studying,positive,60
78d0075f-895c-4a15-a35c-a921e2bb2cea,heart,2021-01-08 19:20:26,photo,studying,positive,60
bda0b065-7f8b-4d52-b7e9-fcc375cdab08,heart,2021-04-28 11:19:17,photo,travel,positive,60
bda0b065-7f8b-4d52-b7e9-fcc375cdab08,heart,2021-02-24 18:34:14,photo,travel,positive,60
bda0b065-7f8b-4d52-b7e9-fcc375cdab08,heart,2020-10-20 15:14:45,photo,travel,positive,60
bda0b065-7f8b-4d52-b7e9-fcc375cdab08,heart,2020-10-12 07:35:14,photo,travel,positive,60
a4067fb5-3ba8-4f97-87c2-ddad5e4029c2,heart,2020-08-24 05:24:46,GIF,food,positive,60
a4067fb5-3ba8-4f97-87c2-ddad5e4029c2,heart,2021-01-25 06:02:00,GIF,food,positive,60
a4067fb5-3ba8-4f97-87c2-ddad5e4029c2,heart,2020-12-22 12:17:39,GIF,food,positive,60
809b41e3-7a6f-4d80-84bf-f8d7b0e2d0e1,heart,2021-06-12 15:54:35,audio,dogs,positive,60
809b41e3-7a6f-4d80-84bf-f8d7b0e2d0e1,heart,2020-12-21 21:36:56,audio,dogs,positive,60
809b41e3-7a6f-4d80-84bf-f8d7b0e2d0e1,heart,2021-03-12 12:19:22,audio,dogs,positive,60
34a3747a-0b77-42f6-ae19-87c38b94b674,heart,2020-11-12 22:00:23,GIF,science,positive,60
34a3747a-0b77-42f6-ae19-87c38b94b674,heart,2020-08-17 10:20:49,GIF,science,positive,60
34a3747a-0b77-42f6-ae19-87c38b94b674,heart,2021-03-09 12:10:20,GIF,science,positive,60
34a3747a-0b77-42f6-ae19-87c38b94b674,heart,2020-09-06 17:27:49,GIF,science,positive,60
34a3747a-0b77-42f6-ae19-87c38b94b674,heart,2020-07-20 04:52:58,GIF,science,positive,60
2920dccb-e06f-49fc-8049-b6d4164dfe84,heart,2020-12-05 18:31:38,GIF,veganism,positive,60
2920dccb-e06f-49fc-8049-b6d4164dfe84,heart,2020-09-30 18:21:57,GIF,veganism,positive,60
2920dccb-e06f-49fc-8049-b6d4164dfe84,heart,2021-05-07 14:55:36,GIF,veganism,positive,60
2920dccb-e06f-49fc-8049-b6d4164dfe84,heart,2021-01-11 10:46:58,GIF,veganism,positive,60
f4e3840e-bb71-40c2-afc5-9408d842646d,heart,2020-10-30 07:17:51,photo,healthy eating,positive,60
a2ff9bf2-1fa6-4001-9566-f597f8e754ef,heart,2020-09-06 21:20:25,video,food,positive,60
a2ff9bf2-1fa6-4001-9566-f597f8e754ef,heart,2020-12-11 01:37:21,video,food,positive,60
74718bbf-e5a3-442f-8ca2-4a3428757fc1,heart,2020-08-02 11:39:13,video,dogs,positive,60
74718bbf-e5a3-442f-8ca2-4a3428757fc1,heart,2020-10-18 05:43:21,video,dogs,positive,60
74718bbf-e5a3-442f-8ca2-4a3428757fc1,heart,2021-01-30 03:07:13,video,dogs,positive,60
74718bbf-e5a3-442f-8ca2-4a3428757fc1,heart,2020-09-17 09:32:00,video,dogs,positive,60
74718bbf-e5a3-442f-8ca2-4a3428757fc1,heart,2021-03-17 16:26:07,video,dogs,positive,60
89fd8f89-807f-4076-b7e7-84db361e11c1,heart,2021-04-08 06:36:44,audio,studying,positive,60
02fa1c4f-722d-46d2-a85e-e5b136b5f3bc,heart,2021-01-27 02:55:28,video,cooking,positive,60
02fa1c4f-722d-46d2-a85e-e5b136b5f3bc,heart,2021-01-14 00:16:41,video,cooking,positive,60
02fa1c4f-722d-46d2-a85e-e5b136b5f3bc,heart,2021-03-23 19:44:59,video,cooking,positive,60
02fa1c4f-722d-46d2-a85e-e5b136b5f3bc,heart,2021-05-30 07:14:45,video,cooking,positive,60
02fa1c4f-722d-46d2-a85e-e5b136b5f3bc,heart,2021-04-16 05:04:00,video,cooking,positive,60
eec5e521-4c28-4e8a-93a9-d544803fad7e,heart,2021-01-07 10:05:06,audio,food,positive,60
07f88a73-aef2-45fd-8b5d-418e448b853d,heart,2020-09-12 04:10:42,GIF,Animals,positive,60
49367a0f-1fd5-4417-a7c9-4a154e1ae0ad,heart,2021-03-19 03:49:41,photo,technology,positive,60
49367a0f-1fd5-4417-a7c9-4a154e1ae0ad,heart,2021-05-30 10:00:23,photo,technology,positive,60
49367a0f-1fd5-4417-a7c9-4a154e1ae0ad,heart,2020-07-08 11:52:26,photo,technology,positive,60
457301ee-3e87-40d8-8b82-ea4e1fa90e39,heart,2020-11-30 02:35:04,GIF,healthy eating,positive,60
457301ee-3e87-40d8-8b82-ea4e1fa90e39,heart,2020-10-17 04:55:11,GIF,healthy eating,positive,60
457301ee-3e87-40d8-8b82-ea4e1fa90e39,heart,2021-03-26 14:57:37,GIF,healthy eating,positive,60
4fa14453-7b29-4302-b51f-9aa23b472c1b,heart,2020-10-11 23:39:31,audio,animals,positive,60
4fa14453-7b29-4302-b51f-9aa23b472c1b,heart,2020-09-07 15:12:42,audio,animals,positive,60
4fa14453-7b29-4302-b51f-9aa23b472c1b,heart,2021-04-24 12:10:33,audio,animals,positive,60
16757b80-2803-4464-b5d7-e372d8d77337,heart,2020-12-06 04:00:46,GIF,technology,positive,60
ab4c4756-1c50-4136-bad9-3216e01ffac2,heart,2020-09-10 04:33:49,audio,fitness,positive,60
ab4c4756-1c50-4136-bad9-3216e01ffac2,heart,2020-10-30 23:50:22,audio,fitness,positive,60
4478d98e-43e8-4dc0-884d-c1115aa8b970,heart,2021-03-10 06:51:21,audio,animals,positive,60
34f73132-fff6-4f01-a5ec-4b4b66461fc7,heart,2021-01-14 04:16:23,photo,fitness,positive,60
34f73132-fff6-4f01-a5ec-4b4b66461fc7,heart,2021-02-15 16:07:31,photo,fitness,positive,60
34f73132-fff6-4f01-a5ec-4b4b66461fc7,heart,2020-12-04 01:31:21,photo,fitness,positive,60
34f73132-fff6-4f01-a5ec-4b4b66461fc7,heart,2021-04-28 21:09:29,photo,fitness,positive,60
34f73132-fff6-4f01-a5ec-4b4b66461fc7,heart,2020-08-07 06:08:37,photo,fitness,positive,60
bfa4e11c-9d72-49b9-bd43-49d95c2e5181,heart,2020-07-26 16:51:04,photo,veganism,positive,60
220d9dc1-f8a5-422d-b200-3819f3b89b2b,heart,2020-12-20 01:58:04,video,dogs,positive,60
220d9dc1-f8a5-422d-b200-3819f3b89b2b,heart,2021-05-26 20:51:59,video,dogs,positive,60
220d9dc1-f8a5-422d-b200-3819f3b89b2b,heart,2021-01-01 17:12:03,video,dogs,positive,60
220d9dc1-f8a5-422d-b200-3819f3b89b2b,heart,2021-02-06 09:30:10,video,dogs,positive,60
ea1afba2-c0a8-4d0f-ac64-91fd7a126bbc,heart,2020-09-22 07:58:03,GIF,healthy eating,positive,60
18b4da8a-5f22-4dbe-b2af-c9013581cdd9,heart,2021-03-10 06:35:53,GIF,studying,positive,60
18b4da8a-5f22-4dbe-b2af-c9013581cdd9,heart,2021-03-17 07:10:10,GIF,studying,positive,60
18b4da8a-5f22-4dbe-b2af-c9013581cdd9,heart,2020-09-30 15:28:49,GIF,studying,positive,60
18b4da8a-5f22-4dbe-b2af-c9013581cdd9,heart,2020-09-06 08:09:30,GIF,studying,positive,60
18b4da8a-5f22-4dbe-b2af-c9013581cdd9,heart,2020-06-24 02:02:05,GIF,studying,positive,60
18b4da8a-5f22-4dbe-b2af-c9013581cdd9,heart,2020-07-25 14:49:06,GIF,studying,positive,60
259cd56f-b017-4a41-81a7-f26ce9b35092,heart,2020-06-26 22:18:02,video,culture,positive,60
14ed7f7b-2c96-4458-8a39-606c25c14180,heart,2020-12-01 03:54:35,video,tennis,positive,60
14ed7f7b-2c96-4458-8a39-606c25c14180,heart,2020-12-22 03:22:18,video,tennis,positive,60
c01fa154-5348-4040-9d20-0bbf01f6349b,heart,2021-01-01 07:10:11,GIF,tennis,positive,60
c01fa154-5348-4040-9d20-0bbf01f6349b,heart,2021-05-27 23:09:17,GIF,tennis,positive,60
c01fa154-5348-4040-9d20-0bbf01f6349b,heart,2020-10-27 05:13:21,GIF,tennis,positive,60
c01fa154-5348-4040-9d20-0bbf01f6349b,heart,2020-06-29 10:18:22,GIF,tennis,positive,60
2d949603-6676-4402-900b-2c2c78315ea0,heart,2020-10-31 22:33:27,audio,"""culture""",positive,60
2d949603-6676-4402-900b-2c2c78315ea0,heart,2020-09-23 22:01:45,audio,"""culture""",positive,60
50c9237a-541c-4f10-a2be-7cbe076b2012,heart,2020-12-01 20:43:58,GIF,travel,positive,60
50c9237a-541c-4f10-a2be-7cbe076b2012,heart,2021-05-18 01:53:03,GIF,travel,positive,60
50c9237a-541c-4f10-a2be-7cbe076b2012,heart,2020-08-07 09:43:12,GIF,travel,positive,60
50c9237a-541c-4f10-a2be-7cbe076b2012,heart,2020-07-12 21:16:13,GIF,travel,positive,60
5ecd7f9d-4184-4836-b1c5-f03e131ba0a7,heart,2021-05-24 00:24:22,video,science,positive,60
5ecd7f9d-4184-4836-b1c5-f03e131ba0a7,heart,2020-08-23 04:16:12,video,science,positive,60
e442899c-d2d6-4392-be2d-a0b916ae47fb,heart,2020-10-30 21:05:39,video,technology,positive,60
e442899c-d2d6-4392-be2d-a0b916ae47fb,heart,2020-08-24 22:36:59,video,technology,positive,60
daab7b1a-fc8d-473e-bbf3-b29f4185ae56,heart,2021-06-10 15:39:30,video,science,positive,60
daab7b1a-fc8d-473e-bbf3-b29f4185ae56,heart,2021-02-04 00:01:42,video,science,positive,60
82145a60-013e-4d96-81a5-399af8618158,heart,2020-07-27 15:51:05,audio,food,positive,60
d852b946-01e1-44fe-abd7-26198660cbdb,heart,2021-06-11 19:54:17,GIF,food,positive,60
d852b946-01e1-44fe-abd7-26198660cbdb,heart,2021-05-05 22:54:45,GIF,food,positive,60
9dd95c34-8b39-4776-a232-412512329c3f,heart,2021-03-03 15:56:38,audio,fitness,positive,60
c59e27e9-0439-4699-8ea0-5e93f662a05d,heart,2021-02-08 21:08:25,GIF,fitness,positive,60
78713905-362f-4a87-9671-adab5f1e0e67,heart,2021-01-28 22:26:23,audio,dogs,positive,60
78713905-362f-4a87-9671-adab5f1e0e67,heart,2020-09-27 07:20:20,audio,dogs,positive,60
78713905-362f-4a87-9671-adab5f1e0e67,heart,2020-06-20 12:57:00,audio,dogs,positive,60
87349e5b-eda4-4ae6-94d7-c42b9c5f03e9,heart,2020-08-05 21:42:32,GIF,healthy eating,positive,60
87349e5b-eda4-4ae6-94d7-c42b9c5f03e9,heart,2020-10-05 01:52:32,GIF,healthy eating,positive,60
87349e5b-eda4-4ae6-94d7-c42b9c5f03e9,heart,2020-06-25 05:17:59,GIF,healthy eating,positive,60
87349e5b-eda4-4ae6-94d7-c42b9c5f03e9,heart,2020-06-24 21:24:40,GIF,healthy eating,positive,60
87349e5b-eda4-4ae6-94d7-c42b9c5f03e9,heart,2020-12-28 10:15:32,GIF,healthy eating,positive,60
5fbbdd47-e1ca-4cd4-bb24-dd0eb03f99b0,heart,2020-06-23 18:25:40,video,culture,positive,60
5fbbdd47-e1ca-4cd4-bb24-dd0eb03f99b0,heart,2021-01-13 12:01:55,video,culture,positive,60
ac1c59df-2803-4cf4-8ec0-fe6bd1f9ea44,heart,2021-01-03 23:37:18,GIF,soccer,positive,60
026973ef-4b73-4901-9160-bc9e04516057,heart,2020-09-12 02:25:23,audio,culture,positive,60
026973ef-4b73-4901-9160-bc9e04516057,heart,2020-12-19 12:17:27,audio,culture,positive,60
026973ef-4b73-4901-9160-bc9e04516057,heart,2021-03-16 15:52:11,audio,culture,positive,60
026973ef-4b73-4901-9160-bc9e04516057,heart,2020-12-19 23:12:17,audio,culture,positive,60
f08bdab2-b888-484e-8fd9-919e6ed86c12,heart,2021-06-09 16:01:48,audio,education,positive,60
f08bdab2-b888-484e-8fd9-919e6ed86c12,heart,2020-07-17 07:24:58,audio,education,positive,60
f08bdab2-b888-484e-8fd9-919e6ed86c12,heart,2021-03-18 08:05:38,audio,education,positive,60
f08bdab2-b888-484e-8fd9-919e6ed86c12,heart,2021-05-30 14:23:22,audio,education,positive,60
f08bdab2-b888-484e-8fd9-919e6ed86c12,heart,2021-04-14 20:19:47,audio,education,positive,60
f08bdab2-b888-484e-8fd9-919e6ed86c12,heart,2021-04-02 01:09:10,audio,education,positive,60
a55b215b-06c5-4ef3-ac14-7e1569c3ad2e,heart,2021-02-04 19:59:04,GIF,education,positive,60
258bb775-3c35-4eec-90f3-8b75a52e466a,heart,2020-09-14 10:13:43,photo,education,positive,60
258bb775-3c35-4eec-90f3-8b75a52e466a,heart,2020-08-12 18:16:14,photo,education,positive,60
258bb775-3c35-4eec-90f3-8b75a52e466a,heart,2020-08-17 21:09:56,photo,education,positive,60
258bb775-3c35-4eec-90f3-8b75a52e466a,heart,2020-10-29 23:33:26,photo,education,positive,60
8d32243c-2dd1-4128-bde1-d643207e582c,heart,2021-04-05 11:28:41,photo,studying,positive,60
8d32243c-2dd1-4128-bde1-d643207e582c,heart,2020-09-14 11:25:21,photo,studying,positive,60
8d32243c-2dd1-4128-bde1-d643207e582c,heart,2020-09-13 17:03:47,photo,studying,positive,60
8d32243c-2dd1-4128-bde1-d643207e582c,heart,2020-07-31 09:20:37,photo,studying,positive,60
8d32243c-2dd1-4128-bde1-d643207e582c,heart,2020-09-28 17:44:31,photo,studying,positive,60
8d32243c-2dd1-4128-bde1-d643207e582c,heart,2021-01-25 18:38:25,photo,studying,positive,60
e2c433d2-096e-484e-8c69-28f0bb69f3b7,heart,2021-01-10 09:50:03,audio,science,positive,60
e2c433d2-096e-484e-8c69-28f0bb69f3b7,heart,2020-11-06 19:44:57,audio,science,positive,60
e2c433d2-096e-484e-8c69-28f0bb69f3b7,heart,2021-05-16 06:36:55,audio,science,positive,60
e2c433d2-096e-484e-8c69-28f0bb69f3b7,heart,2021-06-14 22:25:16,audio,science,positive,60
3d8fffab-6107-4d7b-9485-c610e233c91c,heart,2020-07-28 07:50:26,photo,studying,positive,60
3d8fffab-6107-4d7b-9485-c610e233c91c,heart,2020-09-30 10:05:00,photo,studying,positive,60
3d8fffab-6107-4d7b-9485-c610e233c91c,heart,2021-03-23 14:09:12,photo,studying,positive,60
3d8fffab-6107-4d7b-9485-c610e233c91c,heart,2020-12-23 15:17:34,photo,studying,positive,60
409aa11d-5af3-4a70-9da1-482857f5835e,heart,2020-12-15 00:49:07,GIF,Fitness,positive,60
409aa11d-5af3-4a70-9da1-482857f5835e,heart,2021-03-23 02:03:11,GIF,Fitness,positive,60
409aa11d-5af3-4a70-9da1-482857f5835e,heart,2020-12-22 14:39:28,GIF,Fitness,positive,60
409aa11d-5af3-4a70-9da1-482857f5835e,heart,2021-05-31 06:06:36,GIF,Fitness,positive,60
409aa11d-5af3-4a70-9da1-482857f5835e,heart,2021-06-14 22:33:41,GIF,Fitness,positive,60
aa9ea032-0fea-42c3-88d9-666685d4b32b,heart,2020-07-25 08:56:57,GIF,veganism,positive,60
eaddee3e-3a23-47cd-9785-ab7f2120a293,heart,2020-10-30 12:47:44,video,science,positive,60
eaddee3e-3a23-47cd-9785-ab7f2120a293,heart,2021-03-18 18:46:53,video,science,positive,60
9ef39aa2-60f9-4e4b-b666-c6cb97015503,heart,2021-02-18 04:42:55,GIF,travel,positive,60
9ef39aa2-60f9-4e4b-b666-c6cb97015503,heart,2021-03-29 23:56:26,GIF,travel,positive,60
841403fd-321b-4118-90b3-cc0075d64047,heart,2021-02-26 04:06:31,GIF,studying,positive,60
841403fd-321b-4118-90b3-cc0075d64047,heart,2020-10-19 00:10:27,GIF,studying,positive,60
841403fd-321b-4118-90b3-cc0075d64047,heart,2020-07-05 10:46:36,GIF,studying,positive,60
841403fd-321b-4118-90b3-cc0075d64047,heart,2021-06-03 20:55:45,GIF,studying,positive,60
841403fd-321b-4118-90b3-cc0075d64047,heart,2020-09-03 12:21:03,GIF,studying,positive,60
841403fd-321b-4118-90b3-cc0075d64047,heart,2020-09-02 01:44:55,GIF,studying,positive,60
841403fd-321b-4118-90b3-cc0075d64047,heart,2021-03-13 13:30:01,GIF,studying,positive,60
3724de8a-ec2f-4021-a3f1-605d551da9d0,heart,2020-09-22 21:02:47,video,culture,positive,60
3724de8a-ec2f-4021-a3f1-605d551da9d0,heart,2020-10-14 12:52:43,video,culture,positive,60
3724de8a-ec2f-4021-a3f1-605d551da9d0,heart,2020-12-29 00:12:50,video,culture,positive,60
3724de8a-ec2f-4021-a3f1-605d551da9d0,heart,2020-12-20 01:08:51,video,culture,positive,60
2d0926be-9a29-4e6c-b342-815c70172214,heart,2021-02-25 13:35:21,GIF,animals,positive,60
dcaa5091-1246-4d3c-aed8-dcd8e1da69cc,heart,2021-05-13 16:31:24,photo,science,positive,60
dcaa5091-1246-4d3c-aed8-dcd8e1da69cc,heart,2021-02-28 13:10:52,photo,science,positive,60
dcaa5091-1246-4d3c-aed8-dcd8e1da69cc,heart,2020-10-30 04:08:31,photo,science,positive,60
dcaa5091-1246-4d3c-aed8-dcd8e1da69cc,heart,2020-10-24 01:16:51,photo,science,positive,60
0491183b-be25-4108-b667-8c30d3cdbf50,heart,2020-07-24 22:37:30,audio,veganism,positive,60
359b93ea-446f-4202-8801-db238de5de4d,heart,2021-01-14 00:57:25,photo,food,positive,60
359b93ea-446f-4202-8801-db238de5de4d,heart,2021-06-05 03:08:17,photo,food,positive,60
0adb9a94-210a-4e84-bca1-13db9452ff0e,heart,2021-04-13 17:43:20,video,healthy eating,positive,60
0adb9a94-210a-4e84-bca1-13db9452ff0e,heart,2020-09-05 16:55:49,video,healthy eating,positive,60
0adb9a94-210a-4e84-bca1-13db9452ff0e,heart,2020-07-22 14:32:56,video,healthy eating,positive,60
3c510b35-43e2-4e84-a805-86c5ebddc4cf,heart,2021-05-15 05:20:59,audio,studying,positive,60
3c510b35-43e2-4e84-a805-86c5ebddc4cf,heart,2021-06-05 19:26:57,audio,studying,positive,60
86346263-02db-4020-a216-9e54f502f643,heart,2020-12-14 18:36:31,GIF,travel,positive,60
86346263-02db-4020-a216-9e54f502f643,heart,2021-04-10 23:58:41,GIF,travel,positive,60
3dfdcf9c-aaa4-41ea-9a7c-b3ba09103467,heart,2020-09-17 01:58:59,GIF,fitness,positive,60
3529c44b-d0f4-4bd2-b6eb-be97d2f7623f,heart,2020-12-17 11:28:07,photo,studying,positive,60
3529c44b-d0f4-4bd2-b6eb-be97d2f7623f,heart,2020-12-04 19:11:38,photo,studying,positive,60
3529c44b-d0f4-4bd2-b6eb-be97d2f7623f,heart,2021-05-05 20:04:54,photo,studying,positive,60
3529c44b-d0f4-4bd2-b6eb-be97d2f7623f,heart,2020-07-28 21:12:21,photo,studying,positive,60
45dbce0a-dbd8-4c4d-a492-4f5b84850d5c,heart,2021-01-04 22:59:20,video,dogs,positive,60
45dbce0a-dbd8-4c4d-a492-4f5b84850d5c,heart,2020-06-29 10:21:22,video,dogs,positive,60
c4f59a1e-3198-4968-b062-9e9fcc41403f,heart,2020-09-17 04:31:53,GIF,veganism,positive,60
9d94f180-947c-40f5-aa05-f1958759b7fc,heart,2021-04-08 02:03:09,video,science,positive,60
9d94f180-947c-40f5-aa05-f1958759b7fc,heart,2021-03-05 18:23:32,video,science,positive,60
9d94f180-947c-40f5-aa05-f1958759b7fc,heart,2020-07-01 13:15:44,video,science,positive,60
9d94f180-947c-40f5-aa05-f1958759b7fc,heart,2020-11-03 01:23:55,video,science,positive,60
6ef45d36-cd14-428c-b5cf-ad2f06371c6e,heart,2020-08-18 07:09:55,GIF,cooking,positive,60
6ef45d36-cd14-428c-b5cf-ad2f06371c6e,heart,2020-09-26 11:58:08,GIF,cooking,positive,60
6ef45d36-cd14-428c-b5cf-ad2f06371c6e,heart,2020-10-25 18:16:58,GIF,cooking,positive,60
497da46d-d5d5-45b0-827a-f2b75d7bf4c2,heart,2020-11-11 03:19:33,photo,culture,positive,60
497da46d-d5d5-45b0-827a-f2b75d7bf4c2,heart,2020-11-13 20:26:03,photo,culture,positive,60
da527dd0-4b7d-40a2-9fc6-89ef7c91fd87,heart,2021-01-22 20:13:38,GIF,culture,positive,60
fada6910-2cc5-4600-808c-1e6066f795a6,heart,2020-06-18 07:59:17,GIF,technology,positive,60
fada6910-2cc5-4600-808c-1e6066f795a6,heart,2021-04-20 09:38:10,GIF,technology,positive,60
fada6910-2cc5-4600-808c-1e6066f795a6,heart,2021-04-11 01:29:47,GIF,technology,positive,60
be85274a-28f1-4c6d-9ea1-7b20d1e0c66f,heart,2021-01-23 14:50:59,photo,culture,positive,60
be85274a-28f1-4c6d-9ea1-7b20d1e0c66f,heart,2020-10-06 19:38:33,photo,culture,positive,60
be85274a-28f1-4c6d-9ea1-7b20d1e0c66f,heart,2021-05-20 00:38:13,photo,culture,positive,60
be85274a-28f1-4c6d-9ea1-7b20d1e0c66f,heart,2020-09-24 06:23:28,photo,culture,positive,60
